run,question_id,similarity
1,1,0.6193758690897286
1,2,0.5220586271256967
1,3,0.6602998092322241
2,1,0.6336550724010198
2,2,0.5229891772717433
2,3,0.6481249946555528
3,1,0.6334915206881511
3,2,0.4802387533853275
3,3,0.6247057076815337
